model,num_conv_layers,num_linear_layers,polynomial_k_order,pooling_method,num_epochs,batch_size,hidden_channels,lr,weight_decay,mean_train_accuracy,var_train_accuracy,max_train_accuracy,max_train_accuracy_epoch,min_train_accuracy,min_train_accuracy_epoch,mean_val_accuracy,var_val_accuracy,max_val_accuracy,max_val_accuracy_epoch,min_val_accuracy,min_val_accuracy_epoch,train_mean_loss,val_mean_loss,train_acc_array,val_acc_array,train_loss_array,val_loss_array
ChebNet,2,1,2,add,150,32,48,0.005,0.003,0.8092888888888888,0.0013800869135802466,0.8733333333333333,143,0.66,147,0.8698245614035087,0.0019093875038473384,0.8947368421052632,32,0.7368421052631579,144,0.39704935026168825,0.3327490555246671,"[0.6866666666666666, 0.66, 0.66, 0.6933333333333334, 0.6933333333333334, 0.7466666666666667, 0.76, 0.7533333333333333, 0.7933333333333333, 0.76, 0.7666666666666667, 0.76, 0.78, 0.7533333333333333, 0.76, 0.78, 0.7666666666666667, 0.78, 0.76, 0.76, 0.78, 0.78, 0.7866666666666666, 0.76, 0.7866666666666666, 0.78, 0.78, 0.7866666666666666, 0.7866666666666666, 0.7866666666666666, 0.7866666666666666, 0.7866666666666666, 0.8, 0.7933333333333333, 0.8133333333333334, 0.8, 0.7866666666666666, 0.8, 0.7933333333333333, 0.8, 0.8, 0.8, 0.7866666666666666, 0.8266666666666667, 0.8, 0.7866666666666666, 0.7933333333333333, 0.8, 0.7933333333333333, 0.8, 0.8, 0.7933333333333333, 0.7933333333333333, 0.8, 0.8, 0.8266666666666667, 0.8266666666666667, 0.8266666666666667, 0.8266666666666667, 0.8266666666666667, 0.7933333333333333, 0.82, 0.8066666666666666, 0.8333333333333334, 0.8266666666666667, 0.8, 0.7933333333333333, 0.8266666666666667, 0.8133333333333334, 0.8, 0.8, 0.82, 0.8133333333333334, 0.8266666666666667, 0.82, 0.8133333333333334, 0.8266666666666667, 0.84, 0.82, 0.8266666666666667, 0.8066666666666666, 0.82, 0.8133333333333334, 0.8266666666666667, 0.84, 0.8266666666666667, 0.8133333333333334, 0.82, 0.82, 0.8266666666666667, 0.84, 0.8266666666666667, 0.8, 0.8, 0.8266666666666667, 0.8, 0.84, 0.8333333333333334, 0.8, 0.84, 0.8133333333333334, 0.7866666666666666, 0.84, 0.8266666666666667, 0.7933333333333333, 0.8333333333333334, 0.8333333333333334, 0.8, 0.82, 0.8, 0.8066666666666666, 0.82, 0.84, 0.84, 0.8333333333333334, 0.82, 0.8266666666666667, 0.8333333333333334, 0.8333333333333334, 0.84, 0.8333333333333334, 0.8466666666666667, 0.86, 0.8533333333333334, 0.8266666666666667, 0.8266666666666667, 0.8533333333333334, 0.84, 0.86, 0.86, 0.82, 0.8533333333333334, 0.8533333333333334, 0.86, 0.8266666666666667, 0.86, 0.8266666666666667, 0.8533333333333334, 0.8466666666666667, 0.8666666666666667, 0.82, 0.8666666666666667, 0.8466666666666667, 0.8733333333333333, 0.8466666666666667, 0.8333333333333334, 0.8733333333333333, 0.8733333333333333, 0.8333333333333334, 0.8666666666666667]","[0.8421052631578947, 0.7368421052631579, 0.7368421052631579, 0.7368421052631579, 0.7368421052631579, 0.7368421052631579, 0.7894736842105263, 0.7894736842105263, 0.8421052631578947, 0.7894736842105263, 0.7894736842105263, 0.7894736842105263, 0.8421052631578947, 0.7894736842105263, 0.7894736842105263, 0.7894736842105263, 0.8421052631578947, 0.7894736842105263, 0.7894736842105263, 0.7894736842105263, 0.7894736842105263, 0.7894736842105263, 0.7894736842105263, 0.8421052631578947, 0.7894736842105263, 0.8421052631578947, 0.8421052631578947, 0.8421052631578947, 0.8421052631578947, 0.8421052631578947, 0.8421052631578947, 0.8421052631578947, 0.8947368421052632, 0.8421052631578947, 0.8947368421052632, 0.8947368421052632, 0.8421052631578947, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.7894736842105263, 0.8947368421052632, 0.8947368421052632, 0.7894736842105263, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.7894736842105263, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8421052631578947, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8421052631578947, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8421052631578947, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8421052631578947, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8421052631578947, 0.8947368421052632, 0.8947368421052632, 0.8421052631578947, 0.8947368421052632]","[0.5640611171722412, 0.5373368859291077, 0.5402076244354248, 0.5231542408466339, 0.5161342859268189, 0.4987960994243622, 0.48987615704536436, 0.471473228931427, 0.4624295175075531, 0.46194393634796144, 0.45419010519981384, 0.4586515486240387, 0.4521609127521515, 0.44279263019561765, 0.4449367821216583, 0.4565670907497406, 0.44504029750823976, 0.4342595338821411, 0.45056280493736267, 0.4436341106891632, 0.44904072880744933, 0.44141725897789, 0.43622822761535646, 0.4390223681926727, 0.4407913327217102, 0.43632951378822327, 0.4453050076961517, 0.4235203802585602, 0.42601309418678285, 0.4263355851173401, 0.4290785908699036, 0.4261761546134949, 0.43000818490982057, 0.42377365827560426, 0.4235630989074707, 0.4250988125801086, 0.4219609260559082, 0.41895349621772765, 0.4342236936092377, 0.41480082273483276, 0.42355610728263854, 0.410423731803894, 0.4339057385921478, 0.42575340867042544, 0.42326453924179075, 0.43126785159111025, 0.4177288591861725, 0.41151010394096377, 0.4198351502418518, 0.4161164879798889, 0.400453719496727, 0.4197000920772552, 0.4127672553062439, 0.40166944861412046, 0.4173235595226288, 0.4047303557395935, 0.4109082818031311, 0.4085747838020325, 0.40507513880729673, 0.40717743039131166, 0.4202364981174469, 0.4212894678115845, 0.40737714171409606, 0.40238181352615354, 0.40361743569374087, 0.4043060541152954, 0.4148964762687683, 0.4046647250652313, 0.3999068200588226, 0.3972203850746155, 0.39375896453857423, 0.4051266610622406, 0.3898789584636688, 0.38838083744049073, 0.39394780397415163, 0.3986256062984467, 0.3951880633831024, 0.4110174536705017, 0.3929129302501678, 0.3838172286748886, 0.3834825873374939, 0.3881001055240631, 0.39192861318588257, 0.37970470190048217, 0.3862656891345978, 0.38002085089683535, 0.38349880576133727, 0.3779959738254547, 0.4235170841217041, 0.38643794059753417, 0.3775895059108734, 0.386931449174881, 0.38311526775360105, 0.38770283162593844, 0.39056413769721987, 0.3769012987613678, 0.38536985516548156, 0.38155412673950195, 0.37842397689819335, 0.36990566551685333, 0.4044241547584534, 0.394102942943573, 0.36883466243743895, 0.3651324898004532, 0.38065122365951537, 0.3544571816921234, 0.3588583290576935, 0.356328672170639, 0.3673423081636429, 0.3796727478504181, 0.3667054533958435, 0.3659437119960785, 0.3526377260684967, 0.3454332172870636, 0.3531616747379303, 0.35904626846313475, 0.3496841490268707, 0.34741406738758085, 0.34722526669502257, 0.3502620220184326, 0.33855234980583193, 0.3450378209352493, 0.3445180892944336, 0.34658693969249726, 0.35611671209335327, 0.33885133266448975, 0.33870219588279726, 0.3397022902965546, 0.3411742776632309, 0.3291793644428253, 0.34450737237930296, 0.3221834897994995, 0.31990880370140073, 0.3317851543426514, 0.3358620822429657, 0.34562273025512696, 0.3321150362491608, 0.3375334501266479, 0.3239816606044769, 0.3295749336481094, 0.37111164927482604, 0.35331944227218626, 0.32110158205032346, 0.3149931788444519, 0.3212986677885056, 0.3340624749660492, 0.3397454023361206, 0.3215854227542877, 0.34642542004585264, 0.3357912600040436]","[0.5111279487609863, 0.41757434606552124, 0.4207858443260193, 0.46531495451927185, 0.4317556321620941, 0.4074283838272095, 0.38749727606773376, 0.38938871026039124, 0.3827909529209137, 0.37372252345085144, 0.355671226978302, 0.3547919988632202, 0.38913974165916443, 0.35267046093940735, 0.36820054054260254, 0.3791121244430542, 0.34950003027915955, 0.36844170093536377, 0.3663957118988037, 0.373803049325943, 0.3783455491065979, 0.36985161900520325, 0.3810681998729706, 0.36144712567329407, 0.3752918541431427, 0.3701845705509186, 0.37841105461120605, 0.3669919967651367, 0.3688962459564209, 0.354961097240448, 0.3630605936050415, 0.35879138112068176, 0.38623666763305664, 0.35950005054473877, 0.37088873982429504, 0.3722085654735565, 0.3568144738674164, 0.3593611419200897, 0.3424525856971741, 0.34311237931251526, 0.3291791081428528, 0.35347360372543335, 0.34260293841362, 0.3893972337245941, 0.3852265775203705, 0.3411043882369995, 0.3711977005004883, 0.3558841943740845, 0.36321544647216797, 0.3311217427253723, 0.343823105096817, 0.3848050534725189, 0.36019429564476013, 0.34555912017822266, 0.3421342372894287, 0.3554942309856415, 0.3564330041408539, 0.3433986008167267, 0.33636438846588135, 0.340586394071579, 0.3800763785839081, 0.3235318958759308, 0.372580885887146, 0.35490164160728455, 0.32627859711647034, 0.34606337547302246, 0.37842968106269836, 0.36000072956085205, 0.3251246511936188, 0.35334762930870056, 0.3407720625400543, 0.3260204792022705, 0.36518773436546326, 0.3419104814529419, 0.34130844473838806, 0.32482579350471497, 0.33832937479019165, 0.35318148136138916, 0.3225433826446533, 0.3256937265396118, 0.35006681084632874, 0.3205184042453766, 0.35423365235328674, 0.3256063163280487, 0.33223986625671387, 0.32076960802078247, 0.3494303226470947, 0.3087001442909241, 0.2988101541996002, 0.35119757056236267, 0.311756432056427, 0.2947773039340973, 0.33707547187805176, 0.3479076623916626, 0.30195024609565735, 0.3516435921192169, 0.3089574873447418, 0.2973967492580414, 0.3447526693344116, 0.31370142102241516, 0.27537405490875244, 0.35525262355804443, 0.30088701844215393, 0.2815163731575012, 0.3218616545200348, 0.287847638130188, 0.2876524031162262, 0.31317222118377686, 0.27421969175338745, 0.3446718156337738, 0.3240678906440735, 0.2614935338497162, 0.2934763431549072, 0.27162474393844604, 0.27471184730529785, 0.26315978169441223, 0.2679668068885803, 0.29127246141433716, 0.3002904951572418, 0.30267614126205444, 0.28282809257507324, 0.2778225839138031, 0.30170437693595886, 0.29013895988464355, 0.2479204684495926, 0.30831700563430786, 0.2698482573032379, 0.23851017653942108, 0.2697024345397949, 0.2650884687900543, 0.23780794441699982, 0.2757629454135895, 0.293086975812912, 0.2674478590488434, 0.25399017333984375, 0.35306763648986816, 0.277827650308609, 0.3134225308895111, 0.26435574889183044, 0.29080697894096375, 0.27025771141052246, 0.3320147395133972, 0.2659175992012024, 0.27193084359169006, 0.25113382935523987, 0.2534855902194977, 0.31327617168426514, 0.29526427388191223, 0.2293514907360077, 0.30128854513168335]"
ChebNet,2,1,2,mean,150,32,48,0.005,0.003,0.7641777777777778,0.0011683239506172832,0.7866666666666666,43,0.66,142,0.7926315789473686,0.0009318559556786699,0.8421052631578947,29,0.7368421052631579,99,0.49765008167425795,0.4490516209602356,"[0.66, 0.66, 0.66, 0.66, 0.66, 0.66, 0.66, 0.66, 0.6666666666666666, 0.68, 0.6733333333333333, 0.6733333333333333, 0.74, 0.6866666666666666, 0.7333333333333333, 0.7333333333333333, 0.7533333333333333, 0.7333333333333333, 0.7533333333333333, 0.7466666666666667, 0.7333333333333333, 0.74, 0.74, 0.74, 0.74, 0.7466666666666667, 0.7466666666666667, 0.76, 0.74, 0.76, 0.7533333333333333, 0.7533333333333333, 0.7533333333333333, 0.7666666666666667, 0.76, 0.78, 0.7666666666666667, 0.7533333333333333, 0.7533333333333333, 0.7666666666666667, 0.7733333333333333, 0.7666666666666667, 0.7533333333333333, 0.7866666666666666, 0.7866666666666666, 0.7533333333333333, 0.7866666666666666, 0.7866666666666666, 0.7866666666666666, 0.76, 0.7466666666666667, 0.7866666666666666, 0.7866666666666666, 0.76, 0.7533333333333333, 0.7866666666666666, 0.7866666666666666, 0.78, 0.7866666666666666, 0.7533333333333333, 0.7866666666666666, 0.78, 0.7866666666666666, 0.7866666666666666, 0.7866666666666666, 0.7666666666666667, 0.7866666666666666, 0.7866666666666666, 0.76, 0.7666666666666667, 0.7866666666666666, 0.78, 0.76, 0.7866666666666666, 0.7866666666666666, 0.76, 0.7533333333333333, 0.7866666666666666, 0.7866666666666666, 0.78, 0.7866666666666666, 0.7866666666666666, 0.7866666666666666, 0.7866666666666666, 0.7866666666666666, 0.7666666666666667, 0.7866666666666666, 0.7866666666666666, 0.76, 0.7533333333333333, 0.78, 0.7866666666666666, 0.7666666666666667, 0.7866666666666666, 0.7733333333333333, 0.7866666666666666, 0.76, 0.78, 0.7866666666666666, 0.7866666666666666, 0.7466666666666667, 0.7866666666666666, 0.7866666666666666, 0.7866666666666666, 0.76, 0.7866666666666666, 0.7866666666666666, 0.7866666666666666, 0.7733333333333333, 0.76, 0.7866666666666666, 0.7866666666666666, 0.7866666666666666, 0.78, 0.78, 0.7866666666666666, 0.7866666666666666, 0.7866666666666666, 0.7866666666666666, 0.7866666666666666, 0.7866666666666666, 0.7866666666666666, 0.7666666666666667, 0.7866666666666666, 0.7866666666666666, 0.78, 0.7866666666666666, 0.7866666666666666, 0.76, 0.7866666666666666, 0.7866666666666666, 0.7866666666666666, 0.78, 0.7866666666666666, 0.7866666666666666, 0.7866666666666666, 0.7866666666666666, 0.7866666666666666, 0.7866666666666666, 0.7866666666666666, 0.7866666666666666, 0.7866666666666666, 0.7866666666666666, 0.7866666666666666, 0.7866666666666666, 0.78, 0.78, 0.7866666666666666, 0.78, 0.7666666666666667]","[0.7368421052631579, 0.7368421052631579, 0.7368421052631579, 0.7368421052631579, 0.7368421052631579, 0.7368421052631579, 0.7368421052631579, 0.7368421052631579, 0.7368421052631579, 0.7894736842105263, 0.7894736842105263, 0.7368421052631579, 0.7368421052631579, 0.7894736842105263, 0.7368421052631579, 0.7368421052631579, 0.7894736842105263, 0.7894736842105263, 0.7368421052631579, 0.7368421052631579, 0.7894736842105263, 0.7368421052631579, 0.7894736842105263, 0.7368421052631579, 0.7368421052631579, 0.7894736842105263, 0.7894736842105263, 0.7894736842105263, 0.7894736842105263, 0.8421052631578947, 0.8421052631578947, 0.7894736842105263, 0.7894736842105263, 0.7894736842105263, 0.8421052631578947, 0.8421052631578947, 0.8421052631578947, 0.8421052631578947, 0.7368421052631579, 0.8421052631578947, 0.8421052631578947, 0.8421052631578947, 0.7368421052631579, 0.8421052631578947, 0.8421052631578947, 0.7894736842105263, 0.8421052631578947, 0.7894736842105263, 0.7894736842105263, 0.7894736842105263, 0.7368421052631579, 0.8421052631578947, 0.8421052631578947, 0.7894736842105263, 0.7894736842105263, 0.7894736842105263, 0.7894736842105263, 0.7894736842105263, 0.7894736842105263, 0.7894736842105263, 0.7894736842105263, 0.7894736842105263, 0.8421052631578947, 0.7894736842105263, 0.7894736842105263, 0.7894736842105263, 0.7894736842105263, 0.8421052631578947, 0.7894736842105263, 0.7894736842105263, 0.8421052631578947, 0.7894736842105263, 0.7894736842105263, 0.8421052631578947, 0.7894736842105263, 0.7894736842105263, 0.8421052631578947, 0.7894736842105263, 0.7894736842105263, 0.7894736842105263, 0.7894736842105263, 0.7894736842105263, 0.7894736842105263, 0.7894736842105263, 0.7894736842105263, 0.7894736842105263, 0.7894736842105263, 0.7894736842105263, 0.7894736842105263, 0.7894736842105263, 0.7894736842105263, 0.7894736842105263, 0.7894736842105263, 0.8421052631578947, 0.7894736842105263, 0.7894736842105263, 0.7894736842105263, 0.7894736842105263, 0.7894736842105263, 0.7894736842105263, 0.7894736842105263, 0.7894736842105263, 0.7894736842105263, 0.7894736842105263, 0.7894736842105263, 0.7894736842105263, 0.8421052631578947, 0.8421052631578947, 0.7894736842105263, 0.7894736842105263, 0.7894736842105263, 0.7894736842105263, 0.7894736842105263, 0.7894736842105263, 0.7894736842105263, 0.7894736842105263, 0.7894736842105263, 0.7894736842105263, 0.7894736842105263, 0.8421052631578947, 0.7894736842105263, 0.8421052631578947, 0.7894736842105263, 0.7894736842105263, 0.7894736842105263, 0.7894736842105263, 0.7894736842105263, 0.7894736842105263, 0.7894736842105263, 0.7894736842105263, 0.7894736842105263, 0.7894736842105263, 0.7894736842105263, 0.7894736842105263, 0.7894736842105263, 0.7894736842105263, 0.7894736842105263, 0.8421052631578947, 0.7894736842105263, 0.8421052631578947, 0.7894736842105263, 0.8421052631578947, 0.7894736842105263, 0.7894736842105263, 0.7894736842105263, 0.7894736842105263, 0.7894736842105263, 0.8421052631578947, 0.8421052631578947, 0.8421052631578947]","[0.629903256893158, 0.6241390466690063, 0.6254572451114655, 0.6161158442497253, 0.6236252784729004, 0.6181306600570678, 0.6075956583023071, 0.5991612553596497, 0.5862407684326172, 0.5837455332279206, 0.5673002958297729, 0.5699536561965942, 0.5564021825790405, 0.545878678560257, 0.5380715250968933, 0.5442140340805054, 0.5396650075912476, 0.5292662084102631, 0.5347017645835876, 0.5261173188686371, 0.5278736829757691, 0.5193459451198578, 0.510978889465332, 0.5151233375072479, 0.5186089038848877, 0.5110886216163635, 0.5186580955982208, 0.5043480396270752, 0.500805926322937, 0.49746703505516054, 0.49973174929618835, 0.497423380613327, 0.5013739109039307, 0.49979040026664734, 0.4939271569252014, 0.4979343056678772, 0.4950558066368103, 0.49375671744346616, 0.5107779860496521, 0.48506650924682615, 0.4888183236122131, 0.4812696993350983, 0.4981435537338257, 0.4847650110721588, 0.48410430550575256, 0.4961910009384155, 0.48648094534873965, 0.4843575119972229, 0.4879894733428955, 0.481173050403595, 0.47807198762893677, 0.48344154953956603, 0.49613949060440066, 0.47862975001335145, 0.4963405191898346, 0.47947333455085756, 0.48967326879501344, 0.4857859373092651, 0.48203870058059695, 0.4895318627357483, 0.4906966805458069, 0.48160130381584165, 0.4748497724533081, 0.47511903047561643, 0.4791792631149292, 0.4805150985717773, 0.48540052175521853, 0.4871375739574432, 0.4800476372241974, 0.478164803981781, 0.4776909589767456, 0.480858188867569, 0.4728064775466919, 0.4795078098773956, 0.47635882496833803, 0.4815480589866638, 0.48979832530021666, 0.4992337763309479, 0.4848779320716858, 0.47963005900382993, 0.47743248343467715, 0.47806101441383364, 0.48223196864128115, 0.47657592296600343, 0.48364406228065493, 0.4788711965084076, 0.4828533589839935, 0.47896865010261536, 0.5042074382305145, 0.47496386170387267, 0.47515036463737487, 0.4757262825965881, 0.47578748464584353, 0.48719725012779236, 0.4837159335613251, 0.4745171368122101, 0.4864680886268616, 0.4831772863864899, 0.4756083548069, 0.482084184885025, 0.4960451662540436, 0.4923546016216278, 0.48142399191856383, 0.4689540505409241, 0.49212016463279723, 0.47220842242240907, 0.47815648317337034, 0.47706124782562254, 0.47411656379699707, 0.4829966962337494, 0.48191370964050295, 0.47956095933914183, 0.47940497994422915, 0.4739864349365234, 0.4725333392620087, 0.48169503211975095, 0.4729558527469635, 0.48159465193748474, 0.47929328083992007, 0.4736116051673889, 0.47496557235717773, 0.4819765627384186, 0.4857549428939819, 0.48331562280654905, 0.4747494876384735, 0.47479910850524903, 0.47921002507209776, 0.483330112695694, 0.5012031316757202, 0.47339060306549074, 0.47752456068992616, 0.47508145570755006, 0.4711489975452423, 0.481925904750824, 0.47165237069129945, 0.47993852496147155, 0.4795613646507263, 0.4805389940738678, 0.4783242762088776, 0.4843918800354004, 0.4957202076911926, 0.48391730785369874, 0.4740390956401825, 0.46692546010017394, 0.4779437780380249, 0.4803044259548187, 0.4883435070514679, 0.4838539779186249, 0.4757015943527222, 0.4864868462085724]","[0.5888489484786987, 0.5717982649803162, 0.5565576553344727, 0.5539698004722595, 0.5695176124572754, 0.5683040618896484, 0.5345826745033264, 0.528940737247467, 0.5273060202598572, 0.52305668592453, 0.5001018047332764, 0.4739338755607605, 0.5118403434753418, 0.4498911499977112, 0.469092458486557, 0.46722719073295593, 0.43749478459358215, 0.4818810522556305, 0.45011359453201294, 0.4533768594264984, 0.47495973110198975, 0.4430530071258545, 0.45528215169906616, 0.4359420835971832, 0.4348469376564026, 0.4510076940059662, 0.4455156922340393, 0.4244825839996338, 0.4459802806377411, 0.4294193685054779, 0.4339464604854584, 0.4227725565433502, 0.449636310338974, 0.4233686923980713, 0.44272494316101074, 0.4545641541481018, 0.4432879090309143, 0.43159639835357666, 0.42575716972351074, 0.4407680034637451, 0.4416525065898895, 0.4340025782585144, 0.41679200530052185, 0.4613937437534332, 0.44602254033088684, 0.4264506697654724, 0.45061543583869934, 0.4400732219219208, 0.43915748596191406, 0.42317140102386475, 0.4160071015357971, 0.4463675022125244, 0.4745928645133972, 0.4391292333602905, 0.42997103929519653, 0.4503799378871918, 0.44674205780029297, 0.43470412492752075, 0.43897080421447754, 0.42156434059143066, 0.4498654007911682, 0.4380842447280884, 0.44996657967567444, 0.43524491786956787, 0.44277748465538025, 0.4298022389411926, 0.44000139832496643, 0.4631591737270355, 0.4309382736682892, 0.4321184754371643, 0.4533165395259857, 0.43129363656044006, 0.42758721113204956, 0.4502764642238617, 0.44518399238586426, 0.4279448390007019, 0.4260207712650299, 0.4487253427505493, 0.45507681369781494, 0.43501272797584534, 0.4438786804676056, 0.44582387804985046, 0.43559861183166504, 0.4357546269893646, 0.44149816036224365, 0.42761003971099854, 0.4396067261695862, 0.4575977921485901, 0.4212615489959717, 0.4211377203464508, 0.4350520074367523, 0.4336674213409424, 0.4247739613056183, 0.4513150751590729, 0.424343466758728, 0.43920114636421204, 0.4257943034172058, 0.4329701364040375, 0.4513565003871918, 0.45744380354881287, 0.42559197545051575, 0.4415323734283447, 0.45436713099479675, 0.44091758131980896, 0.43205904960632324, 0.44817155599594116, 0.4574299454689026, 0.45490792393684387, 0.43216267228126526, 0.43126538395881653, 0.4631875157356262, 0.4572800099849701, 0.44345688819885254, 0.43148091435432434, 0.43220850825309753, 0.43342646956443787, 0.4327978789806366, 0.4321952760219574, 0.43774378299713135, 0.44870948791503906, 0.44097232818603516, 0.44524309039115906, 0.41971346735954285, 0.4502952992916107, 0.4505315124988556, 0.4289265275001526, 0.4377000629901886, 0.4552316665649414, 0.42892003059387207, 0.43635934591293335, 0.4388587772846222, 0.43526503443717957, 0.4291529953479767, 0.43972140550613403, 0.43483754992485046, 0.44816508889198303, 0.43243247270584106, 0.45669791102409363, 0.4253084659576416, 0.44241929054260254, 0.42701756954193115, 0.45813509821891785, 0.44243139028549194, 0.4423660337924957, 0.44527170062065125, 0.43159911036491394, 0.43122145533561707, 0.45609569549560547, 0.42514580488204956, 0.42822420597076416]"
